latitude,longitude
47.103514,-119.310208
47.459966,-122.259123
47.828949,-122.271147
47.831121,-122.27004
47.828184,-122.275288
45.814726,-122.701532
47.68080494,-122.4048611
47.954737,-122.208024
48.937845,-122.667679
47.035837,-122.894963
46.0459904,-118.3568298
47.61903,-122.19342
47.618278,-122.122649
47.050914,-122.902502
47.035839,-122.895096
45.6172601,-122.5538548
45.617881,-122.533214
46.952938,-122.935249
45.659583,-122.583536
47.02759,-122.920589
47.942921,-124.385236
47.3833,-122.23618
47.6241877,-122.3386584
47.6241877,-122.3386584
47.6228746,-122.3394194
47.6039634,-122.3241159
47.6039634,-122.3241159
47.642531,-117.561399
47.571612,-117.681838
47.6122,-122.345117
47.619103,-122.127103
47.618255,-122.122606
47.81013,-122.294248
47.8107,-122.295343
46.219996,-119.78951
47.12852,-119.281584
47.318046,-122.584772
47.563883,-122.624526
48.517768,-122.610743
46.143261,-122.898533
47.611456,-122.193235
47.599757,-122.187281
47.756896,-122.312344
47.61997,-122.338026
47.226925,-122.475281
48.399143,-122.333504
45.64992,-122.59341
48.545492,-117.905583
47.038242,-122.899229
47.605226,-122.548468
47.602992,-122.627002
47.786952,-117.353857
47.39664792360551,-120.3298363571472
47.427475,-120.312078
47.431945,-120.323007
47.432978,-120.322963
47.406469,-120.322576
47.407649,-120.323973
47.616001,-122.32028
46.011032,-118.36136
47.04545,-122.93618
47.767687,-122.191482
46.062597,-118.34231
47.938312,-122.109156
48.995255,-122.75184
47.605888,-122.324733
48.747757,-122.480068
47.65753,-122.206519
47.65753,-122.206519
47.655327,-122.205254
47.431736,-122.29395
47.648934,-122.302389
47.650072,-122.310852
47.653047,-122.313915
47.656832,-122.311626
47.658987,-122.309214
47.660311,-122.309086
47.660696,-122.315595
47.184778,-122.29331
47.067908,-122.76289
47.60578,-122.331858
47.45061,-122.294966
46.405066,-120.270721
47.675571,-117.426269
47.583725,-122.145792
47.583738,-122.145777
47.612677,-122.185136
47.612661,-122.185158
47.536812,-122.303923
47.523218,-122.393376
47.523056,-122.395735
47.643471,-122.196569
47.643584,-122.195913
47.8935,-122.256
47.589123,-120.672887
47.588981,-120.67331
46.976691,-120.541869
47.31711,-119.553158
47.595741,-120.659917
47.597602,-120.644466
47.595939,-120.64403
47.9749,-122.2014
47.545719,-122.015713
47.545785,-122.018499
47.297664,-122.2456
47.29946,-122.242539
47.41504,-122.19608
47.410095,-122.29889
47.606202,-122.33208
47.606184,-122.332135
47.042017,-122.825899
47.622505,-122.34279
46.259655,-119.282117
47.838905,-122.124795
47.612419,-122.184446
47.2469268,-122.5062726
47.56223,-122.381761
47.188833,-120.903139
47.752026,-122.157877
47.042589,-122.838595
46.659028,-118.861158
47.67179,-122.10457
47.65593,-117.43163
48.78545,-122.488347
47.809974,-122.206066
48.78928,-122.5123
47.61176,-122.19734
47.600278,-122.630556
47.227967,-122.499375
47.24716,-122.440056
47.25953,-122.4337
47.042158,-122.833946
47.863705,-122.283875
47.8973,-122.205635
47.184725,-122.257002
47.247578,-122.4388
46.3227794,-120.015553
47.680455,-122.121769
47.420627,-122.247527
45.641288,-122.689898
46.067886,-118.370851
47.677124,-117.249314
47.907484,-122.262013
47.528157,-122.317101
47.535647,-122.197403
47.254252,-123.197171
45.853035,-122.70889
47.833778,-122.268338
47.424157,-122.256343
47.318711,-122.225391
47.606601,-122.337495
47.75472,-122.312805
47.7030756,-122.3556774
47.1054651,-122.3697298
47.15598,-122.29757
47.75422,-122.15115
46.9789,-120.54343
47.550487,-122.068649
47.52317,-122.27056
47.662554,-122.37504
47.606659,-122.337363
47.684802,-120.206922
48.607282,-123.153777
48.569915,-123.168265
48.524715,-123.026405
48.439781,-122.341794
48.451871,-122.329766
48.436733,-122.312699
48.763595,-122.464329
48.795524,-122.531874
46.320465,-117.98068
47.670544,-117.103243
48.1817654,-117.043496
48.772296,-122.443265
47.485346,-122.27222
47.734159,-122.147041
47.568883,-122.145303
47.423345,-122.298724
47.6161,-122.19692
47.616143,-122.19689
47.616057,-122.196775
47.616072,-122.196829
47.616101,-122.196893
47.614334,-122.19401
47.614305,-122.194097
48.417923,-122.334809
47.75772,-122.190801
47.902753,-122.246867
47.606218,-122.333842
47.619708,-122.197202
47.619855,-122.195919
47.443161,-122.212511
47.228592,-122.484299
47.608712,-122.336058
47.443215,-122.212479
47.612051,-122.186391
47.469325,-122.338429
47.469332,-122.338185
47.252059,-122.437484
47.613224,-122.206542
47.622329,-122.342153
47.047742,-122.806456
47.609553,-122.326337
47.609501,-122.326457
48.750815,-122.47958
47.61008,-122.322151
47.616729,-122.342786
47.616629,-122.342611
47.616703,-122.342746
47.616701,-122.342813
47.616676,-122.342772
47.616608,-122.342771
47.616642,-122.34273
47.616646,-122.3428
47.61659,-122.342801
47.616588,-122.342651
47.616537,-122.342701
47.616616,-122.342831
47.616679,-122.342837
47.616655,-122.34286
47.545335,-122.019501
47.608601,-122.333012
47.616939,-122.203004
47.616865,-122.202993
47.61677,-122.203004
47.614098,-122.200748
47.614394,-122.200531
47.614456,-122.200654
47.614157,-122.20117
47.444685,-122.214496
47.423292,-122.298719
47.469359,-122.33877
47.469241,-122.338631
47.469306,-122.338604
47.469296,-122.33873
47.469348,-122.338746
47.469421,-122.338757
47.598754,-122.331002
47.598758,-122.330972
47.59856,-122.330929
47.59855,-122.331009
47.598665,-122.330941
47.43625,-122.296639
48.180018,-122.125407
48.179818,-122.12624
48.180025,-122.125396
47.601564,-122.036305
47.60161,-122.036303
47.761846,-122.191872
47.60803,-122.335262
47.757748,-122.19073
47.614517,-122.200807
47.614302,-122.200871
47.614315,-122.201099
47.597048,-122.330451
47.597218,-122.330446
47.597403,-122.330446
47.042614,-124.170718
47.474453,-122.233397
47.700789,-122.323777
47.628886,-122.341407
47.619058,-122.352428
47.619059,-122.352384
47.64991,-122.307373
47.623464,-122.345818
47.554889,-122.047456
47.616928,-122.343611
47.627472,-122.155871
47.145087,-122.438886
47.630319,-117.538566
47.630409,-117.538666
47.589652,-122.332938
47.589803,-122.332999
47.589701,-122.332937
48.44309,-122.316904
48.443125,-122.316511
47.616363,-122.201035
47.616372,-122.201111
47.616416,-122.201146
47.635115,-122.325799
47.618331,-122.201301
47.615923,-122.20553
47.616107,-122.205532
47.444763,-122.21277
47.316551,-122.306898
47.316475,-122.306924
47.248875,-122.45322
47.248898,-122.453094
47.61868,-122.191821
47.618669,-122.191761
48.72757,-122.48128
47.66392,-122.300272
47.663931,-122.300224
47.663935,-122.300285
47.663975,-122.300272
47.028924,-122.913068
47.614756,-122.195468
47.954665,-122.208368
47.954679,-122.208344
47.955032,-122.207117
47.035855,-122.894786
47.035858,-122.894738
47.035867,-122.894632
47.035865,-122.894692
47.035846,-122.8949
47.05093,-122.902434
47.035841,-122.895035
47.810153,-122.294123
47.810176,-122.294266
47.810125,-122.294145
47.599721,-122.187136
47.62002,-122.338144
47.938226,-122.108766
47.43163,-122.29393
46.405006,-120.270737
47.583738,-122.14582
47.612704,-122.185139
47.612706,-122.18514
47.612737,-122.18436
47.53681,-122.303923
47.523232,-122.393365
47.643474,-122.196571
47.643579,-122.195911
47.643585,-122.195909
47.545783,-122.018483
47.54578,-122.018474
47.545787,-122.018479
47.606191,-122.3321
47.606129,-122.332106
47.606171,-122.332083
47.606211,-122.332055
47.606119,-122.332135
47.60614,-122.332163
47.606148,-122.332065
47.606155,-122.332037
47.606126,-122.332195
47.606182,-122.33206
47.606111,-122.332163
47.606162,-122.332173
47.606153,-122.332134
47.752007,-122.157917
47.228029,-122.499407
47.247112,-122.43998
47.259555,-122.433611
47.259505,-122.433772
47.247723,-122.438
45.85314,-122.709076
45.853153,-122.70891
45.853123,-122.70916
45.8533,-122.70874
45.85321,-122.709045
45.853115,-122.709
45.853092,-122.708916
45.850762,-122.708196
45.853176,-122.70878
45.853138,-122.70895
47.844271,-122.29492
47.55054,-122.068955
47.550508,-122.068641
47.67511,-122.103812
45.616174,-122.497721
45.61618,-122.497689
48.1017,-122.181315
47.042275,-122.83436
47.042259,-122.834239
47.466305,-122.248888
47.177257,-122.564307
47.635108,-122.325721
47.847481,-122.261384
47.03286,-122.92909
47.625256,-122.339032
46.28042,-119.2752
46.349989,-119.276458
46.347582,-119.277892
46.347582,-119.277892
46.347582,-119.277892
46.347582,-119.277892
46.347582,-119.277892
46.347582,-119.277892
46.347582,-119.277892
46.34637,-119.275448
46.34637,-119.275448
46.351004,-119.283139
46.351004,-119.283139
46.351004,-119.283199
46.351004,-119.283199
46.351004,-119.283199
47.560795,-122.628517
47.563038,-122.631837
47.563419,-122.647057
47.409788,-122.305105
47.041738,-122.901763
46.351004,-119.283139
47.63197,-122.28741
47.609095,-122.332012
48.343166,-122.674942
46.321933,-119.276827
46.351004,-119.283139
46.351004,-119.283199
46.351004,-119.283199
46.351004,-119.283199
45.624407,-122.667352
47.604596,-122.335458
46.345176,-119.281309
47.422071,-122.301442
47.563848,-122.632873
47.559929,-122.650764
48.054272,-122.695343
46.347582,-119.277892
46.347582,-119.277892
46.347582,-119.277892
46.347582,-119.277892
46.347582,-119.277892
46.347582,-119.277892
46.347582,-119.277892
46.347582,-119.277892
46.34637,-119.275448
46.34637,-119.275448
47.720932,-122.745697
47.720882,-122.745644
47.720844,-122.745094
47.7209,-122.74578
45.625045,-122.667377
47.720879,-122.74543
46.270346,-119.299244
46.345657,-119.278
46.352234,-119.275874
46.34923,-119.271417
47.70224,-122.624811
46.347582,-119.277892
46.347582,-119.277892
46.344837,-119.280303
46.344837,-119.280303
46.347582,-119.277892
46.347582,-119.277892
46.347175,-119.280772
46.347175,-119.280772
47.61332,-122.20062
47.6906401,-122.3767497
47.29149,-122.30889
47.449352,-122.254496
47.6129188,-122.3179732
47.65654521,-122.6737546
47.479984,-122.215076
47.501866,-122.203971
47.678688,-122.174022
47.758855,-122.2474
48.51004,-122.608116
48.510044,-122.608185
46.589108,-120.601588
47.653125,-122.143971
47.337269,-123.160611
47.401691,-121.407058
46.588986,-120.60055
47.622158,-122.176042
47.622172,-122.175417
47.621787,-122.175997
47.621722,-122.175868
47.621671,-122.17589
47.621852,-122.175836
47.621751,-122.175943
47.621758,-122.175804
47.621743,-122.176008
47.62216,-122.176
47.621837,-122.175922
47.622008,-122.175897
47.62183,-122.175707
47.621748,-122.175959
47.621685,-122.176008
47.621826,-122.175977
47.621808,-122.176051
47.621657,-122.175954
47.622044,-122.175811
47.62211,-122.175807
47.621921,-122.176015
47.621942,-122.175942
47.843755,-122.294874
47.71142,-122.19086
47.611048,-122.202181
47.706589,-122.327778
46.609653,-120.491932
47.071917,-122.976675
47.938215,-122.109075
47.791134,-122.36613
47.621784,-122.175908
47.314888,-122.31487
47.444946,-122.212785
47.80738,-122.290565
47.575826,-122.170823
47.272763,-122.227576
47.61388,-122.31477
47.6583744,-122.6760529
47.662815,-122.31902
47.54795,-122.31837
47.620214,-122.330658
47.811105,-122.540695
47.43361,-122.27274
48.942575,-122.455243
47.29764,-122.24928
47.614345,-122.200772
47.63173,-122.32099
46.320333,-117.980222
47.611519,-122.182197
47.611815,-122.178134
47.668353,-122.374961
48.10993,-123.36134
45.714228,-121.461813
47.676045,-122.203117
47.675556,-122.207383
47.675896,-122.203012
47.675365,-122.2075
47.678476,-122.206806
47.613498,-122.320931
47.670285,-122.353765
47.670287,-122.353696
47.670292,-122.353627
47.62482,-122.35829
47.703632,-122.3565066
46.711331,-122.976491
46.711291,-122.976524
48.014624,-122.065442
47.499129,-122.180651
47.7651883,-122.6573597
45.5867216,-122.4047329
46.97642,-123.80708
48.74393,-122.461854
47.53129,-122.06573
47.59736,-120.64588
47.3064421,-122.229972
47.465678,-122.142289
48.119716,-123.431351
47.97331,-122.201162
47.171582,-122.517619
47.60521,-122.32972
47.62606,-122.349
47.9990269,-122.1914014
47.616243,-122.340257
47.615052,-122.338336
47.614986,-122.338444
47.61554,-122.338778
47.615059,-122.338454
47.615399,-122.338834
47.615489,-122.338786
47.616253,-122.340184
47.616231,-122.340205
47.616129,-122.340052
47.616224,-122.340227
47.623336,-122.336584
47.62334,-122.336589
47.623333,-122.336648
47.623327,-122.336677
47.623442,-122.335352
47.623537,-122.335474
47.622775,-122.336355
47.622775,-122.336346
47.623027,-122.3365
47.623014,-122.336611
47.621746,-122.336402
47.621821,-122.33637
47.621851,-122.336423
47.620496,-122.33622
47.620275,-122.336253
47.620392,-122.336265
47.620267,-122.336259
47.62036,-122.336252
47.623967,-122.337695
47.61664,-122.338877
47.61669,-122.338963
47.616677,-122.339024
47.616684,-122.339013
47.616676,-122.338931
47.61669,-122.338985
47.616684,-122.33897
47.616712,-122.33907
47.616632,-122.338942
47.616654,-122.338888
47.61751,-122.340955
47.617453,-122.341014
47.61751,-122.34093
47.617528,-122.340928
47.617473,-122.340993
47.617495,-122.340974
47.617429,-122.341037
47.617264,-122.340534
47.617287,-122.340505
47.617307,-122.340479
47.617228,-122.340588
47.613364,-122.196731
47.613372,-122.196796
47.613343,-122.196839
47.613386,-122.196667
47.613372,-122.196721
47.613386,-122.19671
47.61335,-122.196817
47.613401,-122.19671
47.613357,-122.196882
47.613364,-122.196774
47.613357,-122.196624
47.613343,-122.196753
47.613343,-122.196699
47.613415,-122.196955
47.618918,-122.346874
47.619488,-122.346886
47.75969,-122.193886
47.759644,-122.1939
47.75966,-122.19387
47.759647,-122.193886
47.75966,-122.19386
47.75964,-122.19391
47.037347,-122.897324
47.50453,-122.62941
47.759598,-122.193902
47.621194,-122.186139
47.185296,-122.299236
45.631806,-122.535112
45.631786,-122.535136
48.512687,-122.611788
47.713074,-122.569902
48.747824,-122.478347
47.43001676,-122.2961501
47.2464713,-122.4396442
47.9487555,-122.3062009
47.8105149,-122.3748742
47.70340520000001,-122.1537852
48.07988782,-123.097497
47.7199844,-122.3440925
47.6212213,-122.3353408
47.6147668,-122.3226291
45.692621,-122.657682
45.6679357,-122.6039051
47.381517,-122.26211
47.527683,-121.8237
47.532721,-121.873105
46.7250165,-124.0206708
48.0000028,-122.2146431
46.2707488,-118.1532507
48.5012896,-122.6152529
47.808371,-122.208706
47.688818,-122.150315
47.618317,-122.1969022
47.6110064,-122.2021671
47.582405,-122.153989
47.6171782,-122.3313731
47.6132353,-122.3344034
47.6246042,-122.3593182
47.611378281765,-122.3314401402
47.5944743,-122.6294686
47.6356394,-122.7238278
47.2909636,-122.1953885
47.281263,-122.516582
47.056479,-122.762767
47.0001351,-122.8280101
47.6055171,-124.3715566
45.615426,-122.653615
